danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.494,0.96,1,-5.478,1,0.126,3.93e-05,0.00519,0.113,0.127,125.969,493027,4
0.554,0.74,9,-7.706,1,0.0799,0.693,7.19e-05,0.225,0.803,133.363,267173,4
0.843,0.538,1,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,4
0.557,0.29,11,-9.184,0,0.0386,0.849,0.0,0.7,0.358,89.117,284082,4
0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4
0.569,0.489,5,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,150413,4
0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
0.716,0.509,7,-7.736,1,0.0319,0.65,7.68e-06,0.109,0.346,120.126,210267,3
0.364,0.959,1,-2.956,1,0.0627,0.0113,0.000953,0.411,0.927,161.797,174027,4
0.565,0.895,0,-5.354,1,0.04,0.194,0.0,0.101,0.592,149.919,207228,4
0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4
0.359,0.112,7,-25.577,0,0.0403,0.955,0.907,0.705,0.151,101.821,382107,4
0.375,0.282,8,-10.902,1,0.0337,0.917,0.000192,0.108,0.413,72.518,185880,4
0.675,0.793,2,-6.0,1,0.157,0.108,0.0,0.103,0.233,111.907,193621,4
0.407,0.342,10,-10.094,1,0.0366,0.587,0.0,0.345,0.123,131.782,566827,4
0.463,0.491,0,-9.44,1,0.0317,0.0628,2.1e-05,0.991,0.171,109.318,291267,4
0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,215640,4
0.429,0.528,7,-8.442,1,0.0309,0.454,0.00162,0.199,0.531,163.89,200827,4
0.539,0.836,8,-6.903,0,0.0322,0.00279,0.062,0.181,0.647,133.468,335613,4
0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,211666,4
0.611,0.779,8,-8.48,1,0.0303,0.00854,0.759,0.16,0.275,128.024,401507,4
0.681,0.512,2,-8.221,0,0.0317,0.71,0.00124,0.0936,0.576,128.018,369813,4
0.68,0.416,3,-8.282,0,0.032,0.824,0.864,0.0787,0.481,115.963,293533,4
0.706,0.0856,11,-14.898,1,0.0437,0.982,0.000344,0.106,0.184,131.355,180419,4
0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,183726,4
0.633,0.712,8,-6.258,1,0.0435,0.00503,0.0,0.0759,0.544,125.336,246307,4
0.295,0.188,11,-14.399,0,0.0381,0.897,0.000495,0.698,0.051,132.638,291640,3
0.539,0.427,0,-12.045,1,0.0344,0.383,1.2e-06,0.304,0.312,129.829,358627,3
0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273,4
0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,282400,4
0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
0.752,0.486,10,-12.53,0,0.0493,0.0479,0.877,0.0926,0.0379,121.0,421307,4
0.3,0.212,6,-21.017,1,0.0333,0.847,0.861,0.062,0.0553,199.617,239769,3
0.247,0.972,1,-5.865,1,0.117,0.0235,0.249,0.0712,0.275,165.096,166480,4
0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,192573,4
0.654,0.57,1,-7.408,1,0.0279,0.125,0.943,0.144,0.0847,99.506,258926,4
0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,241667,4
0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
0.404,0.97,0,-5.853,0,0.42,0.0257,0.0,0.0741,0.196,95.047,202333,4
0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,216427,4
0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067,4
0.622,0.987,11,-2.573,0,0.0545,0.054,0.0,0.478,0.738,126.023,197117,4
0.774,0.503,10,-9.276,0,0.107,0.00221,0.892,0.0833,0.323,139.982,366093,4
0.359,0.0323,1,-24.408,1,0.0377,0.989,0.91,0.0938,0.0728,107.169,338253,4
0.509,0.341,9,-14.09,0,0.0307,0.398,0.859,0.116,0.0706,79.987,445987,4
0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4
0.516,0.872,8,-5.102,1,0.0402,0.00139,0.0,0.258,0.556,99.936,162293,4
0.482,0.833,5,-5.611,1,0.0449,0.000346,0.0,0.365,0.74,148.039,212293,4
0.759,0.852,10,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,306533,4
0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,316733,4
0.416,0.823,0,-5.047,1,0.0879,0.196,0.424,0.157,0.145,100.818,402733,3
0.683,0.814,5,-5.17,0,0.251,0.00522,0.0131,0.33,0.81,159.96,104880,4
0.086,0.0049,1,-32.551,1,0.0522,0.963,0.364,0.106,0.0414,74.988,309200,4
0.642,0.536,0,-9.451,1,0.0298,0.638,0.0192,0.38,0.335,109.85,215293,4
0.358,0.121,2,-25.111,1,0.0532,0.976,0.889,0.135,0.106,131.808,381150,3
0.481,0.945,1,-5.468,1,0.0813,0.00264,0.0,0.135,0.427,157.059,256533,4
0.563,0.972,7,-1.751,1,0.0896,0.000326,0.00499,0.102,0.619,91.922,286560,4
0.52,0.237,1,-10.292,1,0.0302,0.87,0.0,0.122,0.574,105.711,108840,4
0.614,0.472,7,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,225693,4
0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,272666,4
0.473,0.749,1,-5.047,0,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,216627,4
0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063,113430,4
0.603,0.406,7,-8.585,0,0.0366,0.736,0.000267,0.071,0.386,142.883,212038,4
0.574,0.667,5,-5.425,1,0.0301,0.206,0.352,0.0852,0.546,88.299,226187,4
0.6,0.473,1,-10.763,1,0.0462,0.741,0.0593,0.123,0.625,159.427,286000,4
0.801,0.546,11,-7.256,1,0.132,0.28,0.929,0.141,0.902,94.0,275751,4
0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
0.845,0.553,9,-11.102,0,0.0813,0.388,0.113,0.122,0.831,131.34,276053,4
0.457,0.768,9,-3.592,1,0.0378,0.169,0.0,0.103,0.232,99.739,255000,4
0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,3
0.672,0.839,11,-5.771,1,0.0408,0.000253,0.865,0.132,0.0587,125.999,518095,4
0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
0.519,0.666,1,-9.732,1,0.0645,0.101,0.346,0.118,0.274,146.467,141160,4
0.331,0.0527,2,-37.785,0,0.0474,0.989,0.966,0.0636,0.113,84.042,110507,3
0.499,0.051,2,-32.684,0,0.0509,0.995,0.916,0.0949,0.56,73.782,96293,4
0.309,0.104,0,-23.378,1,0.0428,0.976,0.918,0.149,0.0779,50.329,175607,4
0.581,0.709,9,-9.042,0,0.0497,0.00118,0.739,0.282,0.95,151.664,247525,4
0.899,0.687,6,-6.749,1,0.182,0.000215,0.00978,0.0911,0.608,129.086,223267,4
0.395,0.971,8,-2.682,0,0.0992,0.000484,0.0306,0.0822,0.38,173.895,227573,4
0.721,0.782,11,-7.212,0,0.0383,0.00209,6.74e-05,0.144,0.466,100.999,254747,4
0.493,0.744,0,-8.128,1,0.0411,0.00143,0.682,0.652,0.425,136.466,324227,4
0.489,0.498,7,-5.055,1,0.0259,0.635,1.91e-06,0.0915,0.248,141.883,207213,4
0.71,0.767,11,-8.745,0,0.0437,0.146,0.896,0.0911,0.593,89.873,325480,4
0.468,0.677,9,-9.651,1,0.0331,0.174,0.00621,0.423,0.704,80.846,235427,4
0.457,0.964,10,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987,4
0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,261427,4
0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,225227,4
0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,240166,3
0.453,0.96,6,-2.07,0,0.105,0.0357,0.0,0.103,0.0816,175.003,240000,4
0.67,0.82,11,-8.456,0,0.0671,0.0561,0.00523,0.232,0.235,130.031,44267,4
0.8,0.528,6,-10.933,0,0.0562,0.00794,0.773,0.133,0.556,126.133,201307,4
0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,194733,4
0.562,0.825,5,-5.794,1,0.0269,0.00493,0.000629,0.57,0.694,97.54,261920,4
0.749,0.839,1,-9.173,0,0.231,0.0364,0.0,0.134,0.64,87.587,271080,4
0.523,0.747,11,-6.125,1,0.0292,0.0807,0.0,0.11,0.294,118.97,232903,4
0.803,0.852,1,-7.911,0,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,392410,4
0.533,0.703,2,-6.364,1,0.0423,0.184,0.0,0.101,0.612,128.761,186093,4
0.392,0.307,2,-13.074,0,0.0333,0.96,0.0451,0.0854,0.338,136.883,162773,3
0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,168387,4
0.602,0.595,8,-10.337,1,0.0339,0.182,8.44e-06,0.0812,0.962,84.362,268440,4
0.437,0.954,10,-5.783,0,0.0578,0.137,0.922,0.378,0.0397,129.996,296192,4
0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,175093,4
0.578,0.306,10,-7.594,0,0.123,0.696,0.0,0.114,0.704,201.198,120907,4
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
0.526,0.168,7,-15.111,1,0.0393,0.87,0.016,0.114,0.272,95.552,161160,4
0.303,0.447,4,-12.278,1,0.033,0.0364,0.0,0.106,0.185,121.433,239413,4
0.277,0.925,11,-3.532,1,0.0586,3.82e-06,8.36e-06,0.0877,0.36,178.036,324480,4
0.599,0.398,5,-9.916,0,0.0367,0.826,0.000943,0.11,0.474,138.314,237640,4
0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,245133,4
0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4
0.647,0.627,0,-7.08,1,0.0756,0.235,0.0,0.144,0.517,110.121,211107,4
0.655,0.79,2,-3.836,1,0.0265,0.193,0.0,0.139,0.677,92.014,242720,4
0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,4
0.531,0.896,1,-3.297,0,0.107,0.0316,0.00723,0.0297,0.34,169.955,271059,4
0.626,0.829,5,-6.795,0,0.0538,0.00458,0.0597,0.227,0.192,121.943,197450,4
0.409,0.00211,0,-40.486,1,0.0668,0.996,0.941,0.0652,0.547,72.365,104827,4
0.377,0.0133,2,-30.351,0,0.0381,0.994,0.912,0.101,0.177,53.711,173413,4
0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4
0.809,0.5,6,-13.677,0,0.0511,0.0203,0.119,0.0823,0.162,126.973,263653,4
0.707,0.288,8,-11.985,1,0.0309,0.949,0.167,0.142,0.449,142.024,209707,4
0.557,0.815,0,-5.402,1,0.0328,0.000969,0.00188,0.0932,0.445,88.929,226853,4
0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347,4
0.639,0.663,6,-7.203,1,0.064,0.00014,0.209,0.0931,0.172,140.012,336507,4
0.567,0.946,2,-3.973,0,0.0935,0.00267,0.0,0.0567,0.699,94.985,245573,4
0.47,0.79,2,-5.352,1,0.039,0.0216,0.0,0.0863,0.495,158.061,276880,4
0.478,0.79,1,-5.016,1,0.133,0.195,2.2e-05,0.326,0.538,84.545,155987,4
0.613,0.709,7,-7.408,1,0.0387,0.0819,0.0,0.11,0.523,134.972,220125,4
0.591,0.959,9,-2.515,1,0.057,0.103,0.0,0.779,0.86,163.883,178840,4
0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4
0.441,0.71,8,-5.488,0,0.0291,0.000682,0.134,0.121,0.114,105.254,240107,4
0.507,0.455,8,-11.353,0,0.0289,0.00151,0.0,0.108,0.497,128.489,215747,4
0.788,0.625,1,-6.428,1,0.0375,0.0016,0.905,0.299,0.439,125.012,453120,4
0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,277000,4
0.781,0.18,1,-9.52,1,0.0719,0.0475,0.923,0.229,0.189,89.994,216001,4
0.355,0.822,9,-6.254,1,0.0512,0.000519,0.0719,0.258,0.23,183.894,269707,4
0.186,0.0639,5,-23.374,0,0.0456,0.989,0.917,0.0953,0.0463,102.639,176756,4
0.218,0.0209,1,-29.078,1,0.0375,0.991,0.959,0.121,0.0376,55.543,294600,4
0.388,0.695,8,-2.4,1,0.0348,0.0818,0.0,0.0698,0.778,167.966,189440,4
0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,4
0.669,0.854,4,-5.899,1,0.0431,0.0653,0.0,0.288,0.706,120.035,161328,4
0.672,0.748,11,-5.922,0,0.0589,0.305,0.0,0.0811,0.964,163.984,202227,4
0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4
0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
0.759,0.52,9,-15.207,1,0.251,0.777,0.937,0.197,0.376,149.097,155980,4
0.353,0.517,11,-10.262,1,0.0883,0.289,0.0486,0.844,0.557,174.537,910573,3
0.65,0.914,9,-4.672,1,0.0716,0.000642,1.23e-06,0.0251,0.586,99.107,218973,4
0.552,0.954,2,-3.258,1,0.0699,0.00101,0.0,0.0962,0.736,98.94,227907,4
0.41,0.959,9,-4.563,1,0.0869,0.000324,0.0,0.0766,0.83,193.155,171600,4
0.506,0.33,2,-12.584,1,0.0571,0.715,5.06e-05,0.0992,0.338,136.133,263507,4
0.487,0.646,2,-6.878,0,0.0299,0.202,3.1e-06,0.11,0.16,97.083,252613,4
0.493,0.735,1,-6.012,1,0.0432,0.0771,0.0,0.107,0.626,164.059,221425,4
0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693,4
0.587,0.252,0,-14.222,1,0.0384,0.651,0.136,0.104,0.386,73.919,221693,4
0.572,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,145560,4
0.577,0.649,7,-7.031,1,0.027,0.253,5.03e-06,0.0798,0.339,130.313,251333,4
0.585,0.907,1,-4.787,1,0.102,7.21e-05,0.0,0.0682,0.573,92.634,178667,4
0.534,0.888,8,-4.667,0,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,233760,4
0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4
0.577,0.53,7,-6.749,1,0.0312,0.544,3.29e-06,0.103,0.22,85.471,241147,4
0.899,0.645,10,-11.621,0,0.271,0.0435,0.101,0.358,0.348,110.895,217200,4
0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,212733,4
0.432,0.738,2,-3.91,1,0.0309,0.042,0.0,0.119,0.503,153.712,191907,4
0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640,4
0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067,4
0.69,0.795,3,-4.956,1,0.0312,0.255,0.0,0.202,0.872,96.99,166573,4
0.59,0.674,7,-6.866,1,0.0249,0.0235,0.0,0.152,0.367,91.561,240400,4
0.632,0.41,5,-12.129,0,0.0677,0.696,0.00307,0.104,0.33,71.972,308933,4
0.426,0.819,3,-4.893,0,0.0396,0.000662,0.346,0.113,0.559,170.501,240749,4
0.421,0.946,2,-5.101,1,0.0767,0.24,0.00255,0.504,0.848,169.712,185000,4
0.391,0.914,4,-2.529,1,0.0586,0.000326,0.0799,0.223,0.887,102.695,153995,4
0.32,0.00501,1,-33.366,1,0.0455,0.993,0.919,0.0618,0.0383,68.947,294960,5
0.511,0.704,6,-7.869,1,0.0679,0.655,0.0,0.971,0.581,116.913,238933,4
0.341,0.679,11,-10.002,0,0.0554,0.488,0.84,0.159,0.286,126.385,428120,4
0.46,0.612,2,-8.76,1,0.0291,0.576,0.0,0.204,0.586,97.643,215747,4
0.667,0.544,7,-10.168,1,0.0304,0.199,1.01e-06,0.234,0.843,127.746,204400,4
0.592,0.795,7,-6.13,1,0.0291,0.0504,6.35e-06,0.0852,0.705,157.067,217947,4
0.664,0.66,5,-4.646,1,0.0243,0.512,0.0,0.26,0.355,99.946,221466,4
0.396,0.734,4,-4.897,0,0.0312,0.00167,0.0637,0.103,0.41,132.567,267333,4
0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,164093,4
0.252,0.866,9,-4.942,0,0.0613,0.00191,0.513,0.127,0.128,135.32,531347,4
0.0886,0.00191,8,-36.502,0,0.0424,0.972,0.757,0.113,0.18,66.488,209503,3
0.574,0.807,0,-7.71,1,0.047,0.00874,0.0965,0.106,0.624,135.004,221205,4
0.514,0.917,10,-3.612,1,0.0506,5.86e-05,7.04e-05,0.309,0.48,96.026,192507,4
0.539,0.644,5,-7.407,0,0.0399,0.236,0.775,0.114,0.781,78.311,224267,4
0.263,0.0711,8,-29.706,1,0.035,0.483,0.902,0.111,0.314,167.996,293320,4
0.595,0.85,11,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,196200,4
0.445,0.996,11,2.098,0,0.364,0.00926,0.297,0.885,0.106,179.909,237907,4
0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
0.577,0.279,11,-16.209,0,0.096,0.98,0.687,0.081,0.858,95.117,163867,4
0.511,0.751,2,-8.128,1,0.0484,0.0322,0.00175,0.246,0.826,128.535,217693,4
0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,220427,4
0.484,0.0653,5,-17.207,1,0.0312,0.967,0.0203,0.0728,0.154,89.045,211467,4
0.65,0.874,5,-3.54,1,0.0373,0.554,0.0,0.0988,0.813,110.946,185147,4
0.608,0.573,1,-6.869,1,0.0309,0.00503,1.64e-06,0.121,0.265,105.036,239387,4
0.662,0.187,2,-9.003,1,0.0268,0.969,0.000273,0.0922,0.233,104.988,215906,4
0.475,0.531,8,-6.552,0,0.0317,0.752,0.0634,0.53,0.223,119.643,95227,4
0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,4
0.251,0.00904,5,-31.599,1,0.0406,0.995,0.922,0.0779,0.0819,62.225,233400,4
0.77,0.403,0,-6.039,0,0.0445,0.548,0.0,0.106,0.658,99.428,197227,4
0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,4
0.786,0.949,6,-4.099,1,0.176,0.0111,0.0338,0.154,0.889,126.057,200947,4
0.701,0.938,1,-3.473,1,0.0979,0.019,0.0,0.949,0.561,139.954,290640,4
0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4
0.366,0.00713,2,-30.181,1,0.0526,0.995,0.963,0.0705,0.036,67.461,166000,5
0.56,0.955,4,-2.954,0,0.0635,0.000129,0.00739,0.766,0.391,129.975,185769,4
0.439,0.972,4,-5.358,1,0.0936,0.0727,0.000297,0.0691,0.781,174.678,208800,3
0.782,0.835,10,-4.278,0,0.283,0.281,0.0,0.459,0.527,80.014,240173,4
0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4
0.399,0.94,4,-6.686,1,0.0915,1.7e-05,0.815,0.348,0.132,154.999,401120,3
0.609,0.808,2,-7.559,1,0.0432,0.272,4.06e-06,0.11,0.555,127.912,136469,4
0.743,0.321,10,-11.308,0,0.35,0.41,8.82e-05,0.168,0.458,92.007,282013,4
0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,4
0.167,0.0214,7,-23.635,1,0.0473,0.971,0.439,0.19,0.0916,66.671,397787,3
0.629,0.461,9,-13.959,1,0.0283,0.381,0.692,0.0864,0.757,92.878,358453,4
0.706,0.536,9,-7.555,1,0.0525,0.11,0.541,0.0967,0.939,125.065,180987,4
0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4
0.487,0.531,0,-10.539,1,0.0424,0.841,0.699,0.0937,0.396,107.124,229213,4
0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,187053,4
0.687,0.64,2,-7.799,1,0.0515,0.523,1.32e-06,0.327,0.97,84.969,151493,4
0.615,0.689,5,-9.602,1,0.0297,0.0442,0.00704,0.278,0.736,131.824,263867,4
0.688,0.694,9,-5.335,0,0.0451,0.00792,0.0117,0.365,0.576,128.009,347280,4
0.466,0.917,4,-5.617,1,0.0636,0.000902,3.59e-05,0.182,0.934,154.544,198253,4
0.463,0.95,4,-3.82,1,0.0737,0.00038,0.0,0.0384,0.352,107.178,177408,4
0.457,0.0624,0,-20.075,0,0.0394,0.962,0.886,0.108,0.132,84.937,244837,4
0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,184760,3
0.573,0.355,10,-12.845,1,0.0791,0.636,0.188,0.102,0.69,133.852,353173,4
0.314,0.83,2,-3.83,1,0.0435,0.000731,0.0,0.374,0.194,73.191,217327,4
0.453,0.961,6,-7.019,0,0.0555,8.92e-06,0.0776,0.173,0.109,127.982,276098,4
0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773,4
0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
0.684,0.84,9,-5.753,1,0.0433,0.0278,0.0,0.329,0.682,125.801,235733,4
0.179,0.046,1,-28.349,1,0.042,0.991,0.95,0.0802,0.0767,174.302,161437,3
0.55,0.917,11,-5.075,1,0.096,0.0114,0.0,0.221,0.879,156.958,223653,4
0.417,0.556,7,-11.311,1,0.0312,0.0504,0.0175,0.197,0.481,110.622,324493,4
0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4
0.733,0.922,1,-4.163,1,0.0528,0.00664,0.76,0.0529,0.364,122.04,346413,4
0.795,0.504,4,-8.213,0,0.193,0.129,0.0,0.159,0.889,155.942,290627,4
0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,165714,4
0.43,0.945,11,-2.662,0,0.102,0.00109,5.5e-05,0.311,0.276,170.081,229210,4
0.315,0.642,8,-9.654,0,0.0381,0.0868,0.00174,0.927,0.672,141.324,357747,3
0.76,0.793,5,-15.038,0,0.0532,0.373,0.674,0.113,0.692,140.036,267493,4
0.583,0.33,6,-6.725,1,0.0278,0.804,0.0,0.105,0.416,94.666,213533,4
0.644,0.592,2,-7.519,0,0.0278,0.0345,0.00102,0.119,0.726,145.918,247360,4
0.634,0.34,2,-10.694,1,0.034,0.354,0.0,0.0962,0.413,136.146,202941,4
0.519,0.2,5,-10.973,1,0.0434,0.946,2.14e-06,0.107,0.537,92.89,196893,4
0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373,4
0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4
0.515,0.769,7,-5.696,1,0.031,0.0456,0.00436,0.0961,0.644,153.046,274245,4
0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,4
0.906,0.677,1,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,286320,4
0.417,0.871,1,-3.54,1,0.039,0.000483,3.43e-05,0.0867,0.188,142.003,209267,4
0.558,0.932,2,-5.73,1,0.0389,0.000892,0.677,0.152,0.531,131.497,211227,4
0.692,0.378,11,-12.671,0,0.0308,0.596,0.11,0.134,0.4,123.658,232027,4
0.762,0.552,2,-8.484,1,0.0593,0.627,0.531,0.139,0.468,100.034,282547,4
0.151,0.125,2,-20.414,1,0.0386,0.808,0.308,0.121,0.29,150.812,376533,4
0.356,0.995,4,-3.366,0,0.172,3.26e-06,0.000196,0.403,0.167,183.985,243913,4
0.558,0.484,1,-10.544,1,0.036,0.414,0.801,0.162,0.718,104.126,82680,4
0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,177827,4
0.84,0.555,4,-9.571,1,0.0412,0.0126,0.314,0.0764,0.523,119.997,415997,4
0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4
0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,4
0.73,0.195,9,-15.073,1,0.0553,0.858,0.0107,0.112,0.699,111.874,260040,4
0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,260333,4
0.583,0.86,8,-4.347,1,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,221533,4
0.402,0.76,4,-5.049,1,0.0569,0.592,0.0,0.142,0.26,79.136,236085,4
0.402,0.812,2,-4.95,1,0.0467,0.338,0.0,0.114,0.261,87.701,260853,4
0.509,0.709,11,-9.051,0,0.0402,0.382,0.868,0.129,0.728,87.579,241093,4
0.527,0.933,4,-3.035,0,0.0628,0.000269,6.8e-05,0.293,0.357,127.008,217853,4
0.208,0.8,7,-9.628,1,0.26,0.659,0.176,0.699,0.44,196.241,373320,4
0.284,0.601,5,-7.194,1,0.0686,0.926,0.000189,0.527,0.205,93.221,179869,3
0.493,0.491,0,-14.625,0,0.0685,0.267,0.874,0.845,0.425,177.986,175667,3
0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,199853,4
0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,4
0.552,0.788,0,-4.112,1,0.0525,0.38,0.0,0.15,0.641,76.528,186107,4
0.292,0.14,5,-22.971,1,0.036,0.992,0.91,0.1,0.443,85.169,494000,4
0.474,0.92,5,-4.37,0,0.13,0.000452,0.0,0.117,0.606,81.428,283000,4
0.299,0.0264,9,-26.535,0,0.0469,0.995,0.882,0.073,0.235,168.963,120457,5
0.573,0.471,7,-8.424,0,0.0253,0.687,0.0,0.0826,0.932,96.518,151453,4
0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,265053,4
0.831,0.5,6,-9.503,1,0.0514,0.0102,0.289,0.0772,0.693,122.009,363934,4
0.604,0.921,9,-1.44,1,0.0459,0.0868,0.0,0.0841,0.252,130.03,219360,4
0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889,136033,4
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4
0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,193880,4
